id,title,price,available_quantity,sold_quantity,listing_type_id,thumbnail_id,tags,use_thumbnail_id,order_backend,seller__id,seller__tags,seller__seller_reputation__level_id,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__completed,prices__id,prices__prices,prices__reference_prices,installments__quantity,installments__amount,installments__rate,shipping__free_shipping,shipping__tags,shipping__logistic_type,days_remaining,years_active
MLA1115763786,Promo iPhone 11 Nuevo (sellado) + iPhone 7 Usado,208000.0,1,0,free,856305-MLA48523835116_122021,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,22,204114743,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,0,1,1,0.0,0.0,1.0,0,MLA1115763786,"[{'id': '2', 'type': 'standard', 'amount': 208000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-20T00:01:46Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,29496.13,70.17,False,[],drop_off,7,6
MLA1120343304,iPhone 11 Pro . 64gb,150000.0,1,0,free,675587-MLA48904904307_012022,"['poor_quality_picture', 'poor_quality_thumbnail', 'extended_warranty_eligible', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",False,23,710232766,"['normal', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,1,365 days,1,0,1,0.0,1.0,0.0,1,MLA1120343304,"[{'id': '1', 'type': 'standard', 'amount': 150000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-22T21:17:23Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,21271.25,70.17,False,[],drop_off,48,0
MLA1116916824,iPhone 11 Pro Max 512gb,250900.0,1,0,free,987051-MLA48647127767_122021,"['extended_warranty_eligible', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",False,24,117429522,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,1,0,1,0.0,1.0,0.0,1,MLA1116916824,"[{'id': '1', 'type': 'standard', 'amount': 250900, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-22T21:26:54Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,35579.71,70.17,True,[],drop_off,17,3
MLA931173035,Apple iPhone 11 (64 Gb) - Morado,204380.0,1,1,gold_special,793954-MLA46114829790_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,25,393731981,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,1,60 days,0.0038,3,60 days,0.0312,23,60 days,736,114,1939,0.02,0.02,0.96,1825,MLA931173035,"[{'id': '59', 'type': 'standard', 'amount': 204380, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-02T04:05:16Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '44', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 182999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-01-04T04:11:26Z'}, {'id': '45', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-04T04:11:26Z', 'end_time': '2022-01-11T04:11:26Z', 'eligible': True}, 'amount': 188117, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-01-04T04:11:26Z'}]",12,28982.79,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7109,3
MLA931457096,Apple iPhone 11 (128 Gb) - Blanco,223115.0,1,2,gold_special,796892-MLA46114829828_052021,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,26,393731981,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,1,60 days,0.0038,3,60 days,0.0312,23,60 days,736,114,1939,0.02,0.02,0.96,1825,MLA931457096,"[{'id': '68', 'type': 'standard', 'amount': 223115, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-02T04:04:47Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '62', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 180999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-01-23T04:47:20Z'}, {'id': '63', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-23T04:47:19Z', 'end_time': '2022-01-30T04:47:19Z', 'eligible': True}, 'amount': 228969, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-01-23T04:47:20Z'}]",12,31639.57,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7110,3
MLA931455043,Apple iPhone 11 (128 Gb) - Negro,211879.0,1,2,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",False,27,393731981,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,1,60 days,0.0038,3,60 days,0.0312,23,60 days,736,114,1939,0.02,0.02,0.96,1825,MLA931455043,"[{'id': '191', 'type': 'standard', 'amount': 211879, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-02T04:07:02Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '164', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 176839, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-01-24T04:37:03Z'}, {'id': '165', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-24T04:37:03Z', 'end_time': '2022-01-31T04:37:03Z', 'eligible': True}, 'amount': 227399, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-01-24T04:37:03Z'}]",12,30046.21,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7110,3
MLA896666099,iPhone 11,169000.0,1,0,gold_special,738648-MLA43654417399_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,28,53792496,"['normal', 'credits_profile', 'messages_as_seller']",1_red,365 days,0.0,0,365 days,0.4,4,365 days,0.0,1,365 days,5,5,10,0.56,0.0,0.44,5,MLA896666099,"[{'id': '1', 'type': 'standard', 'amount': 169000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-06-11T02:29:01Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,23965.61,70.17,True,['mandatory_free_shipping'],xd_drop_off,6851,13
MLA931173111,Apple iPhone 11 (64 Gb) - Blanco,201980.0,1,0,gold_special,809326-MLA46115014340_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,29,393731981,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,1,60 days,0.0038,3,60 days,0.0312,23,60 days,736,114,1939,0.02,0.02,0.96,1825,MLA931173111,"[{'id': '35', 'type': 'standard', 'amount': 201980, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-02T14:24:17Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '28', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-17T04:27:31Z', 'end_time': '2022-01-24T04:27:31Z', 'eligible': True}, 'amount': 192999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-01-17T04:27:31Z'}]",12,28642.45,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7109,3
MLA928498704,iPhone 11 64gb,240000.0,1,1,gold_pro,656548-MLA46114829749_052021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment']",False,30,193735011,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",1_red,365 days,0.25,5,365 days,0.0,1,365 days,0.3,3,365 days,13,7,20,0.0,0.0,1.0,13,MLA928498704,"[{'id': '7', 'type': 'standard', 'amount': 240000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-10-29T16:30:23Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,26666.67,0.0,True,['mandatory_free_shipping'],xd_drop_off,7088,6
MLA931455303,Apple iPhone 11 (128 Gb) - (product)red,223115.0,1,0,gold_special,724631-MLA46114990506_052021,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,31,393731981,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,1,60 days,0.0038,3,60 days,0.0312,23,60 days,736,114,1939,0.02,0.02,0.96,1825,MLA931455303,"[{'id': '47', 'type': 'standard', 'amount': 223115, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-02T04:05:42Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '27', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-12-10T04:35:25Z', 'end_time': '2021-12-17T04:35:25Z', 'eligible': True}, 'amount': 211999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-12-10T04:35:25Z'}]",12,31639.57,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7110,3
MLA931171762,Apple iPhone 11 (64 Gb) - (product)red,204380.0,1,0,gold_special,960745-MLA46114990453_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,32,393731981,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,1,60 days,0.0038,3,60 days,0.0312,23,60 days,736,114,1939,0.02,0.02,0.96,1825,MLA931171762,"[{'id': '47', 'type': 'standard', 'amount': 204380, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-02T04:05:05Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '38', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-23T04:47:20Z', 'end_time': '2022-01-30T04:47:20Z', 'eligible': True}, 'amount': 196999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-01-23T04:47:20Z'}]",12,28982.79,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7109,3
MLA931170865,Apple iPhone 11 (64 Gb) - Verde,204380.0,1,0,gold_special,719992-MLA46115014351_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",False,33,393731981,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,1,60 days,0.0038,3,60 days,0.0312,23,60 days,736,114,1939,0.02,0.02,0.96,1825,MLA931170865,"[{'id': '50', 'type': 'standard', 'amount': 204380, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-02T04:06:15Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '37', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 178999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-12-29T04:18:33Z'}, {'id': '38', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-12-29T04:18:33Z', 'end_time': '2022-01-05T04:18:33Z', 'eligible': True}, 'amount': 190999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-12-29T04:18:33Z'}]",12,28982.79,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7109,3
MLA931170918,Apple iPhone 11 (64 Gb) - Negro,214851.0,1,0,gold_special,656548-MLA46114829749_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,34,393731981,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,1,60 days,0.0038,3,60 days,0.0312,23,60 days,736,114,1939,0.02,0.02,0.96,1825,MLA931170918,"[{'id': '103', 'type': 'standard', 'amount': 214851, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-02T14:24:41Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '89', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-12-29T04:18:33Z', 'end_time': '2022-01-05T04:18:33Z', 'eligible': True}, 'amount': 183342, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-12-29T04:18:33Z'}]",12,30467.66,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7109,3
MLA1119667357,iPhone 11 128gb Sellado Color Negro Con Factura,230000.0,1,0,free,871746-MLA48848344369_012022,"['poor_quality_thumbnail', 'extended_warranty_eligible', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",False,35,89657814,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,0,1,1,0.0,1.0,0.0,0,MLA1119667357,"[{'id': '1', 'type': 'standard', 'amount': 230000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-17T12:12:01Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,32615.92,70.17,False,[],drop_off,43,16
MLA1121370042,iPhone 11 128gb,185000.0,1,0,free,843280-MLA48980611274_012022,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,36,5713228,"['normal', 'credits_profile', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1121370042,"[{'id': '1', 'type': 'standard', 'amount': 185000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-31T12:28:08Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,26234.54,70.17,True,[],drop_off,57,14
MLA1121430860,iPhone 11,166000.0,1,0,free,711757-MLA48985271968_012022,"['extended_warranty_eligible', 'incomplete_technical_specs', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",False,37,113047446,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,0.0,0.0,0,MLA1121430860,"[{'id': '1', 'type': 'standard', 'amount': 166000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-31T19:27:32Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,23540.18,70.17,False,[],drop_off,57,9
MLA1121382937,iPhone 11 64gb,165000.0,1,0,free,754338-MLA48980673390_012022,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,38,5713228,"['normal', 'credits_profile', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1121382937,"[{'id': '1', 'type': 'standard', 'amount': 165000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-31T12:34:56Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,23398.38,70.17,True,[],drop_off,57,14
MLA1119634630,Apple iPhone 11 64 Gb - Negro,199999.0,1,0,gold_special,656548-MLA46114829749_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,39,239509986,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,0.0,0.0,0,MLA1119634630,"[{'id': '1', 'type': 'standard', 'amount': 199999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-16T20:28:34Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,28361.52,70.17,True,['mandatory_free_shipping'],drop_off,7282,5
MLA1120914392,iPhone 11 Pro,170000.0,1,0,free,810876-MLA48942370541_012022,"['extended_warranty_eligible', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",False,40,250192726,"['normal', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,1,0,1,0.0,0.0,1.0,1,MLA1120914392,"[{'id': '2', 'type': 'standard', 'amount': 170000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-02T07:35:48Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,24107.42,70.17,False,[],drop_off,53,4
MLA1105847091,Apple iPhone 11 (128 Gb) - Negro,185000.0,1,0,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,41,278372368,"['normal', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,0,365 days,0.0,0,365 days,0,2,2,1.0,0.0,0.0,0,MLA1105847091,"[{'id': '1', 'type': 'standard', 'amount': 185000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-09-29T08:12:00Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,26234.54,70.17,True,['mandatory_free_shipping'],drop_off,7173,3
MLA918765849,iPhone 11 128 Gb Amarillo - Sellado - Garantía Oficial,290000.0,1,0,gold_pro,934633-MLA43654396799_102020,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,42,56471927,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",1_red,365 days,0.0,1,365 days,0.0,2,365 days,0.6666,12,365 days,16,8,24,0.33,0.0,0.67,16,MLA918765849,"[{'id': '5', 'type': 'standard', 'amount': 290000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-26T15:06:09Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '3', 'type': 'promotion', 'amount': 198550, 'regular_amount': 209000, 'currency_id': 'ARS', 'last_updated': '2021-06-11T13:15:41Z', 'conditions': {'context_restrictions': [], 'start_time': '2021-06-11T03:00:00Z', 'end_time': '2021-06-18T02:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '2344009-MLA918765849', 'promotion_type': 'custom'}}]",[],9,32222.22,0.0,True,['mandatory_free_shipping'],xd_drop_off,7061,13
MLA933099152,11 64gb,240000.0,1,0,gold_pro,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,43,193735011,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",1_red,365 days,0.25,5,365 days,0.0,1,365 days,0.3,3,365 days,13,7,20,0.0,0.0,1.0,13,MLA933099152,"[{'id': '4', 'type': 'standard', 'amount': 240000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-10-29T16:27:59Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,26666.67,0.0,True,['mandatory_free_shipping'],xd_drop_off,7119,6
MLA918648285,iPhone 11 128 Gb Morado - Sellado - Garantía Oficial,290000.0,1,0,gold_pro,980326-MLA43654417445_102020,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,44,56471927,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",1_red,365 days,0.0,1,365 days,0.0,2,365 days,0.6666,12,365 days,16,8,24,0.33,0.0,0.67,16,MLA918648285,"[{'id': '5', 'type': 'standard', 'amount': 290000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-26T15:06:12Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,32222.22,0.0,True,['mandatory_free_shipping'],xd_drop_off,7061,13
MLA918625458,iPhone 11 128 Gb Negro - Sellado - Garantía Oficial,290000.0,1,0,gold_pro,738648-MLA43654417399_102020,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,45,56471927,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",1_red,365 days,0.0,1,365 days,0.0,2,365 days,0.6666,12,365 days,16,8,24,0.33,0.0,0.67,16,MLA918625458,"[{'id': '6', 'type': 'standard', 'amount': 290000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-26T15:06:09Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '4', 'type': 'promotion', 'amount': 198550, 'regular_amount': 209000, 'currency_id': 'ARS', 'last_updated': '2021-06-11T13:14:13Z', 'conditions': {'context_restrictions': [], 'start_time': '2021-06-11T03:00:00Z', 'end_time': '2021-06-18T02:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '2344085-MLA918625458', 'promotion_type': 'custom'}}]",[],9,32222.22,0.0,True,['mandatory_free_shipping'],xd_drop_off,7046,13
MLA929641065,iPhone 11 64gb ,165000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,46,131308793,"['normal', 'credits_active_borrower', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,1.0,0.0,0,MLA929641065,"[{'id': '1', 'type': 'standard', 'amount': 165000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-07-15T21:39:00Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,23398.38,70.17,True,['mandatory_free_shipping'],drop_off,7097,9
MLA918638719,iPhone 11 128 Gb Blanco - Sellado - Garantía Oficial,290000.0,1,0,gold_pro,739246-MLA43654396781_102020,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,47,56471927,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",1_red,365 days,0.0,1,365 days,0.0,2,365 days,0.6666,12,365 days,16,8,24,0.33,0.0,0.67,16,MLA918638719,"[{'id': '6', 'type': 'standard', 'amount': 290000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-26T15:06:03Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '4', 'type': 'promotion', 'amount': 198550, 'regular_amount': 209000, 'currency_id': 'ARS', 'last_updated': '2021-06-11T13:14:40Z', 'conditions': {'context_restrictions': [], 'start_time': '2021-06-11T03:00:00Z', 'end_time': '2021-06-18T02:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '2343997-MLA918638719', 'promotion_type': 'custom'}}]",[],9,32222.22,0.0,True,['mandatory_free_shipping'],xd_drop_off,7059,13
MLA1104576225,Apple iPhone 11 (64 Gb) - Blanco,165000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,48,273876458,"['normal', 'credits_active_borrower', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,0,2,2,0.0,0.0,1.0,0,MLA1104576225,"[{'id': '1', 'type': 'standard', 'amount': 165000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-09-22T20:46:48Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,23398.38,70.17,True,['mandatory_free_shipping'],drop_off,7166,4
